test_method,detected_smells
"@Test
	public void testDoWithStaxResultStreamWriter() throws Exception {

		XMLOutputFactory outputFactory = XMLOutputFactory.newInstance();
		XMLStreamWriter streamWriter = outputFactory.createXMLStreamWriter(new StringWriter());

		TraxUtils.ResultCallback mock = createMock(TraxUtils.ResultCallback.class);
		mock.staxResult(streamWriter);

		replay(mock);

		TraxUtils.doWithResult(StaxUtils.createStaxResult(streamWriter), mock);

		verify(mock);
	}",Eager Test
"@Test
	public void testGetDocument() throws Exception {

		DocumentBuilderFactory documentBuilderFactory = DocumentBuilderFactoryUtils.newInstance();
		documentBuilderFactory.setNamespaceAware(true);
		DocumentBuilder documentBuilder = documentBuilderFactory.newDocumentBuilder();
		Document document = documentBuilder.newDocument();

		assertThat(TraxUtils.getDocument(new DOMSource(document))).isSameAs(document);

		Element element = document.createElement(""element"");
		document.appendChild(element);

		assertThat(TraxUtils.getDocument(new DOMSource(element))).isSameAs(document);
	}",Eager Test
"@Test
	public void testLoadMultipleSchemas() throws Exception {

		Resource envelope = new ClassPathResource(""envelope.xsd"", getClass());
		Resource encoding = new ClassPathResource(""encoding.xsd"", getClass());
		Schema schema = SchemaLoaderUtils.loadSchema(new Resource[] { envelope, encoding }",Eager Test
"@Test
	public void testLoadNonExistantSchema() throws Exception {

		assertThatIllegalArgumentException().isThrownBy(() -> {
			Resource nonExistent = new ClassPathResource(""bla"");
			SchemaLoaderUtils.loadSchema(nonExistent, XMLConstants.W3C_XML_SCHEMA_NS_URI);
		}",No Smells
"@Test
	public void testLoadNullSchema() throws Exception {

		assertThatIllegalArgumentException()
				.isThrownBy(() -> SchemaLoaderUtils.loadSchema((Resource) null, XMLConstants.W3C_XML_SCHEMA_NS_URI));
	}",No Smells
"@Test
	public void testLoadSchema() throws Exception {

		Resource resource = new ClassPathResource(""schema.xsd"", getClass());
		Schema schema = SchemaLoaderUtils.loadSchema(resource, XMLConstants.W3C_XML_SCHEMA_NS_URI);

		assertThat(schema).isNotNull();
		assertThat(resource.isOpen()).isFalse();
	}",Mystery Guest
"@Test
	public void testCreateValidator() throws Exception {

		Resource resource = new ClassPathResource(""schema.xsd"", AbstractValidatorFactoryTestCase.class);
		XmlValidator validator = XmlValidatorFactory.createValidator(resource, XmlValidatorFactory.SCHEMA_W3C_XML);

		assertThat(validator).isNotNull();
	}",No Smells
"@Test
	public void testCreateEmptyXPathExpression() {
		assertThatIllegalArgumentException().isThrownBy(() -> XPathExpressionFactory.createXPathExpression(""""));
	}",No Smells
"@Test
	public void testIncludesAndImports() throws Exception {

		Resource hr = new ClassPathResource(""hr.xsd"", getClass());
		collection.setXsds(hr);
		collection.setInline(true);
		collection.afterPropertiesSet();

		XsdSchema[] schemas = collection.getXsdSchemas();

		assertThat(schemas).hasSize(2);
		assertThat(schemas[0].getTargetNamespace()).isEqualTo(""http://mycompany.com/hr/schemas"");

		Resource hr_employee = new ClassPathResource(""hr_employee.xsd"", getClass());
		Document expected = documentBuilder.parse(SaxUtils.createInputSource(hr_employee));
		DOMResult domResult = new DOMResult();
		transformer.transform(schemas[0].getSource(), domResult);

		XmlAssert.assertThat(domResult.getNode()).and(expected).ignoreWhitespace().areIdentical();
		assertThat(schemas[1].getTargetNamespace()).isEqualTo(""http://mycompany.com/hr/schemas/holiday"");

		Resource holiday = new ClassPathResource(""holiday.xsd"", getClass());
		expected = documentBuilder.parse(SaxUtils.createInputSource(holiday));
		domResult = new DOMResult();
		transformer.transform(schemas[1].getSource(), domResult);

		XmlAssert.assertThat(domResult.getNode()).and(expected).ignoreWhitespace().areIdentical();
	}",Eager Test
"@Test
  public void testGetProtocol() throws Exception {
    Draft_6455 draft_6455 = new Draft_6455(Collections.<IExtension>emptyList(),
        Collections.<IProtocol>emptyList());
    assertNull(draft_6455.getProtocol());
    draft_6455.acceptHandshakeAsServer(handshakedataProtocolExtension);
    assertNull(draft_6455.getProtocol());
    draft_6455 = new Draft_6455(Collections.<IExtension>emptyList(),
        Collections.<IProtocol>singletonList(new Protocol(""chat"")));
    assertNull(draft_6455.getProtocol());
    draft_6455.acceptHandshakeAsServer(handshakedataProtocolExtension);
    assertNotNull(draft_6455.getProtocol());
  }",Eager Test
"@Test
  public void createFramesBinary() throws Exception {
    Draft_6455 draft_6455 = new Draft_6455();
    BinaryFrame curframe = new BinaryFrame();
    ByteBuffer test0 = ByteBuffer.wrap(""Test0"".getBytes());
    curframe.setPayload(test0);
    curframe.setTransferemasked(false);
    List<Framedata> createdFrame = draft_6455.createFrames(test0, false);
    assertEquals(1, createdFrame.size());
    assertEquals(curframe, createdFrame.get(0));
    curframe = new BinaryFrame();
    ByteBuffer test1 = ByteBuffer.wrap(""Test1"".getBytes());
    curframe.setPayload(test1);
    curframe.setTransferemasked(true);
    createdFrame = draft_6455.createFrames(test1, true);
    assertEquals(1, createdFrame.size());
    assertEquals(curframe, createdFrame.get(0));
  }",Eager Test
"@Test
  public void createFramesText() throws Exception {
    Draft_6455 draft_6455 = new Draft_6455();
    TextFrame curframe = new TextFrame();
    curframe.setPayload(ByteBuffer.wrap(Charsetfunctions.utf8Bytes(""Test0"")));
    curframe.setTransferemasked(false);
    List<Framedata> createdFrame = draft_6455.createFrames(""Test0"", false);
    assertEquals(1, createdFrame.size());
    assertEquals(curframe, createdFrame.get(0));
    curframe = new TextFrame();
    curframe.setPayload(ByteBuffer.wrap(Charsetfunctions.utf8Bytes(""Test0"")));
    curframe.setTransferemasked(true);
    createdFrame = draft_6455.createFrames(""Test0"", true);
    assertEquals(1, createdFrame.size());
    assertEquals(curframe, createdFrame.get(0));
  }",Eager Test
"@Test
  public void testConstructor() throws Exception {
    try {
      Draft_6455 draft_6455 = new Draft_6455(null, null);
      fail(""IllegalArgumentException expected"");
    }",Eager Test
"@Test
  public void testCopyInstance() throws Exception {
    Draft_6455 draft_6455 = new Draft_6455(
        Collections.<IExtension>singletonList(new TestExtension()),
        Collections.<IProtocol>singletonList(new Protocol(""chat"")));
    Draft_6455 draftCopy = (Draft_6455) draft_6455.copyInstance();
    draft_6455.acceptHandshakeAsServer(handshakedataProtocolExtension);
    assertNotEquals(draft_6455, draftCopy);
    assertEquals(draft_6455.getKnownProtocols(), draftCopy.getKnownProtocols());
    assertEquals(draft_6455.getKnownExtensions(), draftCopy.getKnownExtensions());
    assertNotEquals(draft_6455.getProtocol(), draftCopy.getProtocol());
    assertNotEquals(draft_6455.getExtension(), draftCopy.getExtension());
  }",No Smells
"@Test
  public void testGetCloseHandshakeType() throws Exception {
    Draft_6455 draft_6455 = new Draft_6455();
    assertEquals(CloseHandshakeType.TWOWAY, draft_6455.getCloseHandshakeType());
  }",No Smells
"@Test
  public void testHashCode() throws Exception {
    Draft draft0 = new Draft_6455();
    Draft draft1 = draft0.copyInstance();
    Draft draft2 = new Draft_6455(Collections.<IExtension>emptyList(),
        Collections.<IProtocol>singletonList(new Protocol(""chat"")));
    Draft draft3 = draft2.copyInstance();
    assertEquals(draft2.hashCode(), draft3.hashCode());
    assertEquals(draft0.hashCode(), draft2.hashCode());
    assertEquals(draft0.hashCode(), draft1.hashCode());
    //Hashcode changes for draft2 due to a provided protocol
    draft2.acceptHandshakeAsServer(handshakedataProtocolExtension);
    draft1.acceptHandshakeAsServer(handshakedataProtocolExtension);
    assertNotEquals(draft2.hashCode(), draft3.hashCode());
    assertNotEquals(draft0.hashCode(), draft2.hashCode());
    assertEquals(draft0.hashCode(), draft1.hashCode());
    draft2 = draft2.copyInstance();
    draft1 = draft1.copyInstance();
    //Hashcode changes for draft draft2 due to a provided protocol
    draft2.acceptHandshakeAsServer(handshakedataProtocol);
    draft1.acceptHandshakeAsServer(handshakedataProtocol);
    assertNotEquals(draft2.hashCode(), draft3.hashCode());
    assertNotEquals(draft0.hashCode(), draft2.hashCode());
    assertEquals(draft0.hashCode(), draft1.hashCode());
    draft2 = draft2.copyInstance();
    draft1 = draft1.copyInstance();
    //Hashcode changes for draft draft0 due to a provided protocol (no protocol)
    draft2.acceptHandshakeAsServer(handshakedataExtension);
    draft1.acceptHandshakeAsServer(handshakedataExtension);
    assertEquals(draft2.hashCode(), draft3.hashCode());
    assertEquals(draft0.hashCode(), draft2.hashCode());
    // THIS IS A DIFFERENCE BETWEEN equals and hashcode since the hashcode of an empty string = 0
    assertEquals(draft0.hashCode(), draft1.hashCode());
    draft2 = draft2.copyInstance();
    draft1 = draft1.copyInstance();
    //Hashcode changes for draft draft0 due to a provided protocol (no protocol)
    draft2.acceptHandshakeAsServer(handshakedata);
    draft1.acceptHandshakeAsServer(handshakedata);
    assertEquals(draft2.hashCode(), draft3.hashCode());
    assertEquals(draft0.hashCode(), draft2.hashCode());
    // THIS IS A DIFFERENCE BETWEEN equals and hashcode since the hashcode of an empty string = 0
    assertEquals(draft0.hashCode(), draft1.hashCode());
  }",Eager Test
"@Test
  public void testGetProvidedExtensionAsServer() throws Exception {
    DefaultExtension defaultExtension = new DefaultExtension();
    assertEquals("""", defaultExtension.getProvidedExtensionAsServer());
  }",No Smells
"@Test
  public void testConstructor() {
    BinaryFrame frame = new BinaryFrame();
    assertEquals(""Opcode must be equal"", Opcode.BINARY, frame.getOpcode());
    assertEquals(""Fin must be set"", true, frame.isFin());
    assertEquals(""TransferedMask must not be set"", false, frame.getTransfereMasked());
    assertEquals(""Payload must be empty"", 0, frame.getPayloadData().capacity());
    assertEquals(""RSV1 must be false"", false, frame.isRSV1());
    assertEquals(""RSV2 must be false"", false, frame.isRSV2());
    assertEquals(""RSV3 must be false"", false, frame.isRSV3());
    try {
      frame.isValid();
    }",No Smells
"@Test
  public void testIsValid() {
    ContinuousFrame frame = new ContinuousFrame();
    try {
      frame.isValid();
    }",No Smells
"@Test
  public void testConstructor() {
    PingFrame frame = new PingFrame();
    assertEquals(""Opcode must be equal"", Opcode.PING, frame.getOpcode());
    assertEquals(""Fin must be set"", true, frame.isFin());
    assertEquals(""TransferedMask must not be set"", false, frame.getTransfereMasked());
    assertEquals(""Payload must be empty"", 0, frame.getPayloadData().capacity());
    assertEquals(""RSV1 must be false"", false, frame.isRSV1());
    assertEquals(""RSV2 must be false"", false, frame.isRSV2());
    assertEquals(""RSV3 must be false"", false, frame.isRSV3());
    try {
      frame.isValid();
    }",No Smells
"@Test
  public void testExtends() {
    PongFrame frame = new PongFrame();
    assertEquals(""Frame must extend dataframe"", true, frame instanceof ControlFrame);
  }",No Smells
"@Test
  public void testConstructor() {
    TextFrame frame = new TextFrame();
    assertEquals(""Opcode must be equal"", Opcode.TEXT, frame.getOpcode());
    assertEquals(""Fin must be set"", true, frame.isFin());
    assertEquals(""TransferedMask must not be set"", false, frame.getTransfereMasked());
    assertEquals(""Payload must be empty"", 0, frame.getPayloadData().capacity());
    assertEquals(""RSV1 must be false"", false, frame.isRSV1());
    assertEquals(""RSV2 must be false"", false, frame.isRSV2());
    assertEquals(""RSV3 must be false"", false, frame.isRSV3());
    try {
      frame.isValid();
    }",No Smells
"@Test
  public void testToString() throws Exception {
    Protocol protocol0 = new Protocol("""");
    assertEquals("""", protocol0.getProvidedProtocol());
    Protocol protocol1 = new Protocol(""protocol"");
    assertEquals(""protocol"", protocol1.getProvidedProtocol());
  }",No Smells
"@Test
  public void testEmptyByteBufferCapacity() {
    ByteBuffer byteBuffer = ByteBufferUtils.getEmptyByteBuffer();
    assertEquals(""capacity must be 0"", 0, byteBuffer.capacity());
  }",No Smells
"@Test
  public void testTransferByteBufferCheckNullSource() {
    ByteBuffer dest = ByteBuffer.wrap(smallArray);
    try {
      ByteBufferUtils.transferByteBuffer(null, dest);
      fail(""IllegalArgumentException should be thrown"");
    }",No Smells
"@Test
    public void should_generate_manager_class_for_index_dsl() throws Exception {
        setExec(aptUtils -> {

            final GlobalParsingContext globalContext = new GlobalParsingContext(
                    V3_7.INSTANCE,
                    InsertStrategy.ALL_FIELDS,
                    new LowerCaseNaming(),
                    FieldFilter.EXPLICIT_ENTITY_FIELD_FILTER,
                    FieldFilter.EXPLICIT_UDT_FIELD_FILTER,
                    Optional.empty());

            final String className = TestEntityWithSASI.class.getCanonicalName();
            final TypeElement typeElement = aptUtils.elementUtils.getTypeElement(className);

            final EntityParser entityParser = new EntityParser(aptUtils);

            final EntityMetaSignature entityMetaSignature = entityParser.parseEntity(typeElement, globalContext);

            final ManagerAndDSLClasses managerAndDSLClasses = ManagerCodeGen.buildManager(globalContext, aptUtils, entityMetaSignature);

            final StringBuilder builder = new StringBuilder();
            try {
                JavaFile.builder(TypeUtils.GENERATED_PACKAGE, managerAndDSLClasses.managerClass)
                        .build()
                        .writeTo(builder);
            }",Eager Test + Mystery Guest
